property-title,rating,price,price_with_tax,link,Place Name,Latitude,Longitude,Average Rating,Average Price (WON),Link,Phone
,,,,,복자씨연탄구이,33.4693648,126.9197915,,,,
,,,,,함쉐프키친,33.2408895,126.4312038,,,,
,,,,,예그리나 펜션,33.449562,126.3057621,,,,
,,,,,할리데이 카라반,33.3103415,126.279527,,,,
,,,,,대포주상절리,33.2391137,126.427018,,,,
,,,,,제주공항,33.506395,126.4919421,,,,
,,,,,제주 절물자연휴양림,33.4265791,126.6278385,,,,
,,,,,이호테 해수욕장,33.497166,126.452817,,,,
,,,,,오설록 티뮤지엄,33.3039499,126.2901153,,,,
,,,,,오렌지 호텔,33.2471658,126.5573878,,,,
,,,,,제주공항,33.5068287,126.4927148,,,,
,,,,,베스트웨스턴 제주호텔,33.48782,126.4818913,,,,
,,,,,제주공항,33.5064799,126.4928481,,,,
,,,,,제주국제공항,33.5069759,126.4928209,,,,
,,,,,도민상회_본점,33.4131879,126.2601049,,,,
,,,,,협재 칼국수,33.4109633,126.2721786,,,,
,,,,,담모라 리조트,33.2496054,126.3052412,,,,
,,,,,제주항,33.5225517,126.5367146,,,,
,,,,,렌트지점,33.5032794,126.4950933,,,,
,,,,,렌츠런팜,33.4111486,126.6794396,,,,
,,,,,올래국수,33.4915417,126.4969823,,,,
,,,,,제주국제공항,33.5069246,126.4929755,,,,
,,,,,제주국제공항,33.5062468,126.493023,,,,
,,,,,12,33.4164307,126.294064,,,,
,,,,,제주항,33.523775,126.5335572,,,,
,,,,,제주국제공항,33.5058864,126.4930702,,,,
,,,,,제주현대랜트카,33.5181178,126.495838,,,,
,,,,,재연식당,33.5264833,126.8560348,,,,
,,,,,헬스케어타운,33.2841368,126.5571844,,,,
,,,,,어마장장(해물뚝배기),33.5110587,126.529854,,,,
,,,,,제주공항,33.5071978,126.4928397,,,,
,,,,,밥깡패,33.4101051,126.263434,,,,
,,,,,난드르커피,33.2565317,126.3108355,,,,
,,,,,(주)가자jeju렌트카,33.4925547,126.4675512,,,,
,,,,,청진동뚝배기,33.4624144,126.9342289,,,,
,,,,,더베스트 성산,33.4497241,126.9170336,,,,
,,,,,R&T 호텔,33.508472,126.523701,,,,
,,,,,제주김만복 서귀포점,33.2324978,126.506226,,,,
,,,,,이마트,33.5179923,126.5208914,,,,
,,,,,앤트러사이트,33.4076528,126.2582504,,,,
,,,,,청년어부,33.441967,126.9196524,,,,
,,,,,제주공항,33.5068767,126.4928433,,,,
,,,,,서경농수산,33.4404502,126.879291,,,,
,,,,,황우지해변,33.2413147,126.5505178,,,,
,,,,,섭지코지,33.4205583,126.9321896,,,,
,,,,,자매국수,33.5080165,126.5323103,,,,
,,,,,꽃이다 카페,33.2599621,126.5227606,,,,
,,,,,전망좋은집,33.4603226,126.9324864,,,,
,,,,,제주SHOW무인텔,33.4324095,126.4197508,,,,
,,,,,제주국제공항,33.5064946,126.4933285,,,,
,,,,,제주THE렌트카,33.4982898,126.480517,,,,
,,,,,용두암,33.5156787,126.5122087,,,,
,,,,,이호테해수욕장,33.4973845,126.4524126,,,,
,,,,,저녁 식사,33.4883387,126.4969385,,,,
,,,,,메이저호텔2,33.4865322,126.4915395,,,,
,,,,,빌리카,33.5041966,126.5014735,,,,
,,,,,동문시장,33.5122405,126.5267162,,,,
,,,,,제주항,33.5249227,126.544148,,,,
,,,,,천백고지 휴게소,33.3576918,126.4624846,,,,
,,,,,엉클통김밥 서귀포점,33.2503262,126.5680304,,,,
,,,,,착한전복,33.2546363,126.4182787,,,,
,,,,,아길라 호텔,33.4000319,126.2506567,,,,
,,,,,제주공항,33.504692,126.4953664,,,,
,,,,,제주항,33.5194269,126.533217,,,,
,,,,,제주 가가멜,33.2519022,126.5686323,,,,
,,,,,퓨리티인제주,33.4091905,126.8252794,,,,
,,,,,제주공항,33.5008839,126.4954535,,,,
,,,,,제주공항,33.5049573,126.4966467,,,,
,,,,,살롱드라방,33.4594173,126.3510868,,,,
,,,,,복도새기,33.4728352,126.3708239,,,,
,,,,,섭지코지로,33.4383926,126.9214136,,,,
,,,,,오스테리아일디토(레스토랑),33.4499307,126.9183938,,,,
,,,,,숙소,33.4505478,126.3567969,,,,
,,,,,자매국수,33.5080362,126.5323402,,,,
,,,,,성이시돌목장,33.3469206,126.3271954,,,,
,,,,,카멜리아힐,33.2869118,126.3710304,,,,
,,,,,외돌개,33.2381776,126.5454607,,,,
,,,,,새섬,33.2358815,126.5625604,,,,
,,,,,정방폭포,33.2443981,126.5717089,,,,
,,,,,에코랜드,33.4459788,126.6723635,,,,
,,,,,씨앤힐스파펜션,33.4728245,126.3523654,,,,
,,,,,광치기해변,33.4518141,126.924167,,,,
,,,,,성산일출봉,33.4575419,126.939835,,,,
,,,,,새별오름,33.365712,126.3586103,,,,
,,,,,큰엉해안경승지,33.2742896,126.7053743,,,,
,,,,,대포주상절리,33.2376837,126.4250258,,,,
,,,,,천제연폭포,33.2513764,126.4172796,,,,
,,,,,동문재래시장,33.512131,126.5267022,,,,
,,,,,제주국제공항,33.5052143,126.4938053,,,,
,,,,,함덕해수욕장 인근 관사,33.5429306,126.6696255,,,,
,,,,,오셜록 뮤지엄,33.3054906,126.2909262,,,,
,,,,,조각공원,33.2535377,126.3229574,,,,
,,,,,유채꽃프라자,33.3931708,126.7317049,,,,
,,,,,귤,33.2667197,126.608106,,,,
,,,,,자매국수,33.487722,126.4783467,,,,
,,,,,제주 김만복,33.4970331,126.5089199,,,,
,,,,,한라국수,33.24991,126.4268012,,,,
,,,,,금오름,33.3533285,126.3074168,,,,
,,,,,아띠애 펜션,33.3132555,126.8192506,,,,
,,,,,연안 여객,33.5202055,126.5357309,,,,
,,,,,성이시돌목장,33.3418183,126.3257908,,,,
,,,,,요리요,33.3112402,126.3400827,,,,
,,,,,공항,33.5014423,126.4924154,,,,
,,,,,제주항 ,33.5259396,126.5437516,,,,
,,,,,제주도 도착,33.506195,126.4933035,,,,
,,,,,차 렌트,33.5097353,126.5146556,,,,
,,,,,제주도착,33.492204,126.4927981,,,,
,,,,,제주국제공항,33.4983868,126.4871643,,,,
,,,,,알루하우스,33.4119407,126.899176,,,,
,,,,,제주공항,33.49913,126.4927179,,,,
,,,,,평대해수욕장,33.5329787,126.8409974,,,,
,,,,,티라호텔,33.4426669,126.9184869,,,,
,,,,,이호테우말등대,33.4969617,126.4502459,,,,
,,,,,스르륵 카페,33.2322351,126.4632471,,,,
,,,,,아침식사,33.5001224,126.5077832,,,,
,,,,,씨스파,33.4780807,126.3692042,,,,
,,,,,대기정-갈치조림,33.240284,126.4286256,,,,
,,,,,엠버호텔 센트럴,33.4860214,126.4817568,,,,
,,,,,제주국제공항,33.4872777,126.4861041,,,,
,,,,,제주국제공항,33.4972142,126.4913622,,,,
,,,,,용두암,33.5155662,126.5124038,,,,
,,,,,시리우스 호텔,33.4932645,126.4910774,,,,
,,,,,논짓물,33.23697,126.3893649,,,,
,,,,,제주공항,33.507228,126.4923954,,,,
,,,,,월정리 해수욕장,33.5550607,126.7968789,,,,
,,,,,바램목장,33.311105,126.3525759,,,,
,,,,,라메종베니펜션,33.4345188,126.9235908,,,,
,,,,,더클리프,33.2444398,126.4149466,,,,
,,,,,22,33.3610676,126.5156359,,,,
,,,,,별방촌,33.5251042,126.8635215,,,,
,,,,,윈스카이 호텔,33.2532453,126.508511,,,,
,,,,,뜰에,33.4663126,126.3203793,,,,
,,,,,이호테우해변,33.4974266,126.4524293,,,,
,,,,,렌트카,33.5034395,126.5029968,,,,
,,,,,원담회센터,33.5021414,126.5290057,,,,
,,,,,꽃돼지 연탄구이,33.241919,126.4439161,,,,
,,,,,퍼스트70,33.2470482,126.5668297,,,,
,,,,,제주돈아,33.4778553,126.369969,,,,
,,,,,제주공항,33.5069442,126.4929366,,,,
,,,,,자매국수,33.5080278,126.5322296,,,,
,,,,,일제 지하벙커,33.2042324,126.2716055,,,,
,,,,,도착,33.5225517,126.5367146,,,,
,,,,,집나간왕새우바람난구이,33.4991458,126.5311683,,,,
,,,,,라마다 앙코르 이스트,33.2543323,126.5199186,,,,
,,,,,제주 공항,33.4938089,126.4914016,,,,
,,,,,제주공항,33.5060561,126.4926376,,,,
,,,,,롱로드,33.440978,126.2792428,,,,
,,,,,제주국제공항,33.5060952,126.4921204,,,,
,,,,,여기가제주멍,33.4807378,126.376195,,,,
,,,,,낚시,33.237947,126.5593186,,,,
,,,,,제주도 여객 도착,33.5246065,126.538942,,,,
,,,,,도원이형 집,33.2464473,126.5622972,,,,
,,,,,효섬마을초가집,33.4650988,126.6113545,,,,
,,,,,멘도롱장(17시~20시),33.5489687,126.6550713,,,,
,,,,,삼미흑돼지,33.2585322,126.4134658,,,,
,,,,,라마다 앙코르 호텔,33.2544668,126.5192505,,,,
,,,,,하모해수욕장,33.2108904,126.2615459,,,,
,,,,,아라동,33.4935729,126.5720094,,,,
,,,,,함덕해수욕장,33.5372474,126.6749357,,,,
,,,,,함덕해수욕장,33.5409666,126.6700752,,,,
,,,,,제주공항,33.5061405,126.4923783,,,,
,,,,,곽지애수욕장,33.4508421,126.3053446,,,,
,,,,,제주공항,33.5067741,126.4928421,,,,
,,,,,공항도착,33.5016119,126.4926891,,,,
,,,,,제주국제공항,33.4958626,126.4955115,,,,
,,,,,제주국제공항,33.5032283,126.4912923,,,,
,,,,,올레국수,33.4918528,126.5321466,,,,
,,,,,올레국수,33.4901755,126.4971894,,,,
,,,,,숙소,33.2422246,126.564938,,,,
,,,,,진주식당,33.2482278,126.5618739,,,,
,,,,,숙소2,33.4911905,126.492151,,,,
,,,,,앤트러사이트,33.407885,126.2582441,,,,
,,,,,공항,33.4947577,126.4916661,,,,
,,,,,제주공항,33.5064643,126.4931496,,,,
,,,,,군산공항,35.9241919,126.6146852,,,,
,,,,,3일차 숙소,33.2480171,126.5603292,,,,
,,,,,요망진밥상,33.3769321,126.4402232,,,,
,,,,,집,33.325566,126.7252459,,,,
,,,,,유리의성,33.3141326,126.2748498,,,,
,,,,,해녀파스타,33.4097205,126.2637948,,,,
,,,,,써니허니 게스트하우스,33.4717876,126.7813372,,,,
,,,,,푸드트럭바당꽃,33.4785807,126.3574473,,,,
,,,,,제주양떼목장,33.4106944,126.365729,,,,
,,,,,원더먼트제주,33.5374182,126.6683403,,,,
,,,,,코코마마 -랍스타,33.4605999,126.9352661,,,,
,,,,,자매식당,33.4881419,126.4779299,,,,
,,,,,망고주스,33.2463356,126.5374429,,,,
,,,,,오렌지슈가,33.4072738,126.3744114,,,,
,,,,,한라렌터카,33.5027089,126.493903,,,,
,,,,,제주국제공항,33.5066086,126.493148,,,,
,,,,,성산일출봉,33.4580283,126.9411068,,,,
,,,,,섭지코지,33.4237303,126.930042,,,,
,,,,,돈고팡,33.5105134,126.4832423,,,,
,,,,,스타벅스,33.5123211,126.4844146,,,,
,,,,,제주항,33.5252425,126.5381492,,,,
,,,,,중문오아시스펜션,33.2594301,126.396583,,,,
,,,,,삼보식당,33.2489861,126.5578555,,,,
,,,,,갈치조림 테우,33.5458482,126.6605916,,,,
,,,,,제주공항,33.5050665,126.4916155,,,,
,,,,,뱃도새기,33.2551744,126.5793953,,,,
,,,,,더클리프,33.2444318,126.4149536,,,,
,,,,,브라운스위트호텔,33.4520608,126.9145026,,,,
,,,,,마가리따 은혜씨,33.4610351,126.9342411,,,,
,,,,,공항,33.4965964,126.4863951,,,,
,,,,,에어비앤비,33.4009697,126.2540194,,,,
,,,,,플레이케이팝,33.2499325,126.4134053,,,,
,,,,,출발,33.5061032,126.4928134,,,,
,,,,,성이시돌,33.3455927,126.3343352,,,,
,,,,,아침식사(미정),33.5036609,126.513165,,,,
,,,,,ㄱ,33.3455927,126.3343352,,,,
,,,,,달무지개,33.3073301,126.7685833,,,,
,,,,,제주 '이음',33.5235708,126.8622415,,,,
,,,,,성산일출봉,33.4553916,126.9436649,,,,
,,,,,제주공항,33.4945127,126.4927713,,,,
,,,,,세화 해변,33.5251022,126.8608303,,,,
,,,,,월정리 해변,33.5555955,126.7967245,,,,
,,,,,더조은하우스,33.2354427,126.2891118,,,,
,,,,,점심식사(자율),33.462456,126.3095287,,,,
,,,,,비양도,33.5142984,126.9672362,,,,
,,,,,비양도야영장,33.5148043,126.9673843,,,,
,,,,,동복뚝배기,33.5531629,126.7093693,,,,
,,,,,여객터미널,33.5189831,126.5347288,,,,
,,,,,대명 샤인빌 리조트,33.3171527,126.8304554,,,,
,,,,,제주도국제공항,33.5080458,126.4924423,,,,
,,,,,올레국수,33.4915044,126.497015,,,,
,,,,,협재해수욕장,33.3909175,126.2416199,,,,
,,,,,제주황금문어,33.2450832,126.569974,,,,
,,,,,라이트아트페스타,33.4868851,126.7070631,,,,
,,,,,제주어사또,33.5430835,126.6640026,,,,
,,,,,카페,33.2407478,126.5459599,,,,
,,,,,목동그릴,33.5134857,126.5257918,,,,
,,,,,공항,33.497231,126.4934288,,,,
,,,,,에어그라운드,33.2857504,126.748962,,,,
,,,,,제주항공,33.4934585,126.5051843,,,,
,,,,,눈의꽃펜션,33.4232019,126.266716,,,,
,,,,,스마트렌트카,33.4896021,126.4601011,,,,
,,,,,크랩잭,33.4855099,126.3818658,,,,
,,,,,바당언덕(숙소),33.2581222,126.6042658,,,,
,,,,,춤추는달,33.2680635,126.4313168,,,,
,,,,,신성리조트,33.2423602,126.5183816,,,,
,,,,,드르쿰다,33.4030598,126.7833083,,,,
,,,,,주상절리,33.2321535,126.4298505,,,,
,,,,,다락마마 숙소,33.5171859,126.8662783,,,,
,,,,,제주국제공항,33.5066346,126.4928032,,,,
,,,,,마구로쇼쿠도,33.496073,126.536751,,,,
,,,,,르토아베이스먼트 카페,33.533143,126.8439889,,,,
,,,,,종달항 ,33.4948929,126.9091873,,,,
,,,,,토끼썸 피크닉 카페,33.521922,126.8988501,,,,
,,,,,제주공항,33.5061861,126.4926534,,,,
,,,,,우도,33.4957171,126.9511925,,,,
,,,,,제주 해녀박물관,33.5234818,126.8633559,,,,
,,,,,구좌상회 카페,33.5562022,126.7927221,,,,
,,,,,제주공항,33.5038768,126.4943854,,,,
,,,,,이호테우 해변,33.4965925,126.4526536,,,,
,,,,,"애월항, 애월해안도로",33.4668147,126.3219773,,,,
,,,,,마더카페,33.2810103,126.7412697,,,,
,,,,,우도,33.4955184,126.9584968,,,,
,,,,,제주에서돌고래를만난다면펜션,33.528446,126.8707754,,,,
,,,,,탐라스테이호텔,33.4522352,126.3259321,,,,
,,,,,도착,33.5029521,126.4871616,,,,
,,,,,풀향기휴양펜션,33.2392861,126.3654256,,,,
,,,,,제주국제공항,33.5044325,126.4938144,,,,
,,,,,제주공항,33.4960374,126.48862,,,,
,,,,,1,33.5064594,126.4925468,,,,
,,,,,성산썬라이즈호텔,33.4625069,126.9312151,,,,
,,,,,커큐민흑돼지,33.4499015,126.9211573,,,,
,,,,,호텔 윈스토리,33.2476936,126.5576142,,,,
,,,,,이호테우,33.4972404,126.4527803,,,,
,,,,,비행기,33.5067247,126.4932328,,,,
,,,,,제주공항,33.5071498,126.4932451,,,,
,,,,,제주한끼,33.4998414,126.4568938,,,,
,,,,,마린리조트 선상낚시,33.4724521,126.9324203,,,,
,,,,,풍림다방,33.4715727,126.7835833,,,,
,,,,,봉끄랑,33.4943139,126.9449449,,,,
,,,,,워터서커스,33.4230002,126.7457588,,,,
,,,,,리벤시아 호텔,33.3767236,126.2170913,,,,
,,,,,크랩잭 제주,33.4812426,126.3775871,,,,
,,,,,샐리스 제주 호텔,33.4646018,126.3417077,,,,
,,,,,코코넛카페 jam&cafe,33.4848278,126.3924233,,,,
,,,,,팔롬비니,33.4996316,126.5083711,,,,
,,,,,sd,33.3178269,126.3783163,,,,
,,,,,제주공항,33.5067817,126.493146,,,,
,,,,,투어센터,33.4970882,126.4719275,,,,
,,,,,모래비카페,33.5554432,126.7962005,,,,
,,,,,산굼부리,33.4321356,126.6907335,,,,
,,,,,스위스마을,33.4943534,126.677388,,,,
,,,,,김녕미로공원,33.5364504,126.7722617,,,,
,,,,,모두의식당,33.4633572,126.7104375,,,,
,,,,,제주 관광승마,33.4301067,126.6660116,,,,
,,,,,유어스호텔,33.2498681,126.4237303,,,,
,,,,,러브랜드,33.4506648,126.4882863,,,,
,,,,,만장굴,33.5263916,126.7734228,,,,
,,,,,월정암리,33.5539935,126.7976665,,,,
,,,,,교래향,33.4350596,126.676317,,,,
,,,,,대풍옥,33.2519616,126.554897,,,,
,,,,,라곰,33.5546684,126.8000333,,,,
,,,,,스시마씸,33.5551934,126.794531,,,,
,,,,,식을탐하다,33.4635503,126.9345935,,,,
,,,,,환상숲곶자왈,33.3227965,126.2632334,,,,
,,,,,소다공,33.4491064,126.8801188,,,,
,,,,,본태박물관,33.3037986,126.3924547,,,,
,,,,,산방산,33.2365326,126.3124676,,,,
,,,,,세리월드,33.2468156,126.5119171,,,,
,,,,,성산일출봉,33.4588605,126.9405234,,,,
,,,,,거문오름,33.4546759,126.7187123,,,,
,,,,,월정리 해변,33.5556309,126.7966744,,,,
,,,,,4.3 평화공원,33.4506326,126.6213995,,,,
,,,,,국립 제주 박물관,33.5127775,126.5493278,,,,
,,,,,공항,33.4749324,126.5055339,,,,
,,,,,베이비엔카,33.499336,126.5023483,,,,
,,,,,켄싱턴리조트,33.2334751,126.4890776,,,,
,,,,,흑돼지 쌈밥,33.502694,126.5381997,,,,
,,,,,에밀리파크,33.5249091,126.620612,,,,
,,,,,신제주시이마트,33.4844801,126.5107082,,,,
,,,,,제주공항,33.5018427,126.4926865,,,,
,,,,,켄싱턴리조트 체크인,33.232566,126.4895174,,,,
,,,,,피규어뮤지엄,33.2819311,126.3553991,,,,
,,,,,하우목동포구,33.5094463,126.9423835,,,,
,,,,,가람돌솥밥,33.2495532,126.4313247,,,,
,,,,,제주공항,33.5048603,126.4911012,,,,
,,,,,표선 칼국수,33.3251196,126.8441138,,,,
,,,,,어승생,33.3914625,126.4944778,,,,
,,,,,용산제주유스호스텔,33.2438761,126.4515615,,,,
,,,,,광평도새기촌 표선점,33.3292999,126.8212356,,,,
,,,,,운정이네본점,33.2634596,126.437676,,,,
,,,,,사무이제주 숙소,33.4736702,126.3560938,,,,
,,,,,일식 소봉식당,33.2466345,126.3028669,,,,
,,,,,제주공항도착,33.499772,126.4935716,,,,
,,,,,광해 갈치,33.4877074,126.3903568,,,,
,,,,,만장굴,33.5276201,126.7711564,,,,
,,,,,제주공항도착오후3시30분,33.5068577,126.492736,,,,
,,,,,고성장터국밥,33.4511366,126.9129639,,,,
,,,,,용두암,33.5157864,126.5115739,,,,
,,,,,이익새양과점,33.4068386,126.2651182,,,,
,,,,,멜터블,33.5020682,126.9446986,,,,
,,,,,점심식사(자율),33.4599164,126.310624,,,,
,,,,,아침식사(미정),33.4368917,126.6771702,,,,
,,,,,아침겸 점심(미정),33.4364728,126.6773943,,,,
,,,,,저녁식사(칠돈가),33.5026306,126.5104302,,,,
,,,,,애월더선셋,33.4562242,126.309022,,,,
,,,,,오셜록티,33.3014488,126.2898672,,,,
,,,,,오롯,33.4907356,126.544025,,,,
,,,,,성이시돌목장,33.3467855,126.3272941,,,,
,,,,,신창풍차해안도로,33.3425365,126.1722288,,,,
,,,,,박물관은살아있다,33.2545853,126.4088998,,,,
,,,,,숙소,33.249308,126.5628874,,,,
,,,,,올레시장,33.2491718,126.5640482,,,,
,,,,,천지연폭포,33.2453381,126.5557974,,,,
,,,,,부영호텔 체크아웃,33.2417954,126.4229709,,,,
,,,,,서귀포 올레시장,33.2493611,126.5639611,,,,
,,,,,이중섭거리,33.2453651,126.5643311,,,,
,,,,,쇠소깍,33.2523664,126.6245064,,,,
,,,,,따라비오름,33.3875789,126.7534741,,,,
,,,,,보름왓,33.413488,126.7525212,,,,
,,,,,제주 튤립 성산호텔,33.4479432,126.916261,,,,
,,,,,우도가는 성산항,33.4722105,126.9292418,,,,
,,,,,블루시티,33.4861477,126.4927849,,,,
,,,,,제주마당,33.4864636,126.484372,,,,
,,,,,물꼬기포차,33.496887,126.5353513,,,,
,,,,,제주마당,33.4864193,126.4843418,,,,
,,,,,제주공항,33.4980037,126.4961757,,,,
,,,,,로뎀가든,33.5035755,126.9427621,,,,
,,,,,해월정,33.4921927,126.9096703,,,,
,,,,,성판악코스안내,33.3849206,126.6197923,,,,
,,,,,기당미술관,33.2447257,126.5512115,,,,
,,,,,중문카트,33.2643196,126.3946151,,,,
,,,,,테디베어 뮤지엄,33.2503335,126.41218,,,,
,,,,,천지연,33.2469104,126.5544321,,,,
,,,,,이중섭 미술관,33.2457944,126.5648795,,,,
,,,,,올레시장,33.2493732,126.5639503,,,,
,,,,,제주 공항,33.4978787,126.4879097,,,,
,,,,,김녕해수욕장,33.5527285,126.7588971,,,,
,,,,,메이즈랜드,33.4864796,126.8017427,,,,
,,,,,제주국제공항,33.5064296,126.4927307,,,,
,,,,,포시즌랜트카,33.5030964,126.4823206,,,,
,,,,,숙소(아일랜드힐),33.2442476,126.234277,,,,
,,,,,해모랏펜션,33.4231941,126.9137815,,,,
,,,,,모다정,33.4636323,126.932403,,,,
,,,,,라이트아트페스타,33.487212,126.7068384,,,,
,,,,,우도섬,33.5004098,126.9550213,,,,
,,,,,곽지한담산책로,33.4478364,126.3065398,,,,
,,,,,롯데마트,33.4822791,126.4826339,,,,
,,,,,함덕해수욕장,33.5366331,126.6694273,,,,
,,,,,협재 한량,33.4267522,126.2638131,,,,
,,,,,운정이네본점,33.2634596,126.437676,,,,
,,,,,오아시스펜션,33.2626853,126.3966768,,,,
,,,,,제주국제공항,33.4896201,126.4946325,,,,
,,,,,공항,33.5068028,126.492803,,,,
,,,,,모립 까페,33.4629863,126.3097878,,,,
,,,,,오라동 청보리 메밀꽃밭,33.4230803,126.5052134,,,,
,,,,,카페 ORDA,33.4688992,126.9354485,,,,
,,,,,브라운스위트,33.4520244,126.9145253,,,,
,,,,,성이시돌,33.3471973,126.3229466,,,,
,,,,,제주공항,33.4867265,126.4935504,,,,
,,,,,이호테후 해수욕장,33.4958848,126.4528828,,,,
,,,,,카멜리아힐,33.2883143,126.3702294,,,,
,,,,,dldldldl,33.3623557,126.3814832,,,,
,,,,,공항,33.5079551,126.4919266,,,,
,,,,,바당언덕(숙소) ,33.2581267,126.6042712,,,,
,,,,,제주터서커스,33.4232239,126.7435733,,,,
,,,,,산이물식당(고등어조림 회 장어구이 등),33.2077903,126.2911826,,,,
,,,,,제주공항,33.5022971,126.4946104,,,,
,,,,,두근두근공항도착,33.4949333,126.4948058,,,,
,,,,,호텔 케니스토리,33.2504014,126.559514,,,,
,,,,,큰엉 해안,33.274547,126.7063322,,,,
,,,,,광치기 해변,33.4501763,126.9212864,,,,
,,,,,저녁식사,33.4103,126.2628388,,,,
,,,,,소인국테마파크,33.2884116,126.3003247,,,,
,,,,,정방폭포,33.2442674,126.5726559,,,,
,,,,,공항,33.5032857,126.4926697,,,,
,,,,,에어비앤비,33.2538198,126.5245467,,,,
,,,,,with 친구,33.2376624,126.559568,,,,
,,,,,제주공항,33.4979138,126.5065112,,,,
,,,,,공항,33.4952025,126.4924188,,,,
,,,,,제주국제공항,33.5037137,126.4885307,,,,
,,,,,영실입구,33.3483119,126.4968655,,,,
,,,,,영실입구,33.3483119,126.4968655,,,,
,,,,,위세오름,33.3615166,126.5181245,,,,
,,,,,어승락,33.3914625,126.4944778,,,,
,,,,,윗세오름,33.3616781,126.5180369,,,,
,,,,,영실입구,33.3483312,126.4965861,,,,
,,,,,SK렌터카 제주점,33.4950669,126.4563303,,,,
,,,,,중문 스테이,33.2457374,126.5684544,,,,
,,,,,공학 도착,33.5071885,126.4934858,,,,
,,,,,제주공항 도착,33.5060363,126.4937576,,,,
,,,,,애월 한담 해안 산책로,33.4595588,126.3111998,,,,
,,,,,오셜록 티 뮤지엄,33.305147,126.2882085,,,,
,,,,,부영호텔 리조트,33.2416133,126.4226727,,,,
,,,,,오설록,33.306045,126.2893817,,,,
,,,,,김정희 유배지,33.2501638,126.2783098,,,,
,,,,,방주교회,33.3050835,126.3874633,,,,
,,,,,서귀포 천문과학관,33.2888127,126.460389,,,,
,,,,,서귀포 농업 기술센터,33.2879847,126.6070903,,,,
,,,,,따라비 오름,33.3864573,126.7518975,,,,
,,,,,메이즈 랜드,33.4879577,126.8010878,,,,
,,,,,제주 민속자연사박물관,33.5064925,126.5303583,,,,
,,,,,동문재래시장,33.5122205,126.5267189,,,,
,,,,,송악산,33.1987641,126.2898268,,,,
,,,,,소풍,33.5539931,126.7906307,,,,
,,,,,흙돼지고을,33.3249572,126.8437232,,,,
,,,,,제주공항,33.4995787,126.4982245,,,,
,,,,,천지연폭포,33.2399101,126.6098527,,,,
,,,,,흑돼지쌈밥,33.5062892,126.5414901,,,,
,,,,,그대와 함께라면 (해물라면),33.4340444,126.9157481,,,,
,,,,,공항,33.5053001,126.4919574,,,,
,,,,,켄싱턴리조트 체크아웃,33.2326298,126.4893879,,,,
,,,,,코업시티호텔 성산,33.4660712,126.9316362,,,,
,,,,,제주공항,33.5025874,126.4919888,,,,
,,,,,제주공항,33.5041514,126.4926597,,,,
,,,,,대명샤인빌리조트,33.3061034,126.7913622,,,,
,,,,,호텔 윈스카이,33.2532559,126.5084769,,,,
,,,,,크랩잭,33.4852695,126.3818848,,,,
,,,,,더클리프 까페,33.2448295,126.4145003,,,,
,,,,,소금바치순이네,33.5036085,126.9125573,,,,
,,,,,신라호텔,33.246679,126.4083343,,,,
,,,,,제주공항,33.5062924,126.4922387,,,,
,,,,,중문 관광단지,33.2477869,126.4106793,,,,
,,,,,용두암,33.5158255,126.5123362,,,,
,,,,,바램목장,33.3097719,126.3541349,,,,
,,,,,제주김만복 서귀포점,33.2326069,126.5063424,,,,
,,,,,섭지코지로,33.4380775,126.9214729,,,,
,,,,,국군복지단 서귀포호텔,33.27302,126.3945421,,,,
,,,,,제이 뷰 호텔 (숙소2),33.264735,126.4165531,,,,
,,,,,뜰에,33.4663725,126.3202385,,,,
,,,,,서귀포 흑돼지 명가,33.2440785,126.5363442,,,,
,,,,,라이트아트페스타,33.486724,126.7070004,,,,
,,,,,제주 힐링타운 호텔,33.2861486,126.5633724,,,,
,,,,,성산일출봉,33.4589472,126.9394139,,,,
,,,,,제주민속오일시장,33.4969385,126.4752852,,,,
,,,,,티라,33.44367,126.9192802,,,,
,,,,,수줍은언니네,33.3100952,126.3583993,,,,
,,,,,교래자연휴양림,33.4384504,126.6615855,,,,
,,,,,모던 플레이스,33.2678869,126.3947585,,,,
,,,,,칠돈가,33.2579514,126.4174931,,,,
,,,,,ㅎ,33.4901354,126.4471172,,,,
,,,,,제주또바기,33.5424626,126.6677072,,,,
,,,,,개똥이네농장,33.4947488,126.622742,,,,
,,,,,물뜰에쉼팡,33.4379414,126.2978725,,,,
,,,,,ㅁㄴㄹ,33.4579516,126.4119759,,,,
,,,,,공항,33.5020996,126.492339,,,,
,,,,,제주원렌트카,33.5117999,126.5025183,,,,
,,,,,숙소,33.3978441,126.2501868,,,,
,,,,,제주국제공항,33.5068786,126.4928313,,,,
,,,,,제주여객선터미널,33.525013,126.5388859,,,,
,,,,,필로세돈까스,33.5059197,126.5248567,,,,
,,,,,성산일출봉,33.458785,126.9409164,,,,
,,,,,제주탐라스테이 ,33.4869196,126.3911726,,,,
,,,,,라마다 앙코르 서귀포 호텔,33.2543488,126.5191963,,,,
,,,,,쌍둥이횟집,33.2465738,126.5629025,,,,
,,,,,제주맥주양조장,33.3584409,126.2410819,,,,
,,,,,오름나그네,33.4592379,126.7121057,,,,
,,,,,오전열한시,33.2667124,126.3942561,,,,
,,,,,안녕세화씨,33.5265339,126.8562593,,,,
,,,,,제이아일랜드카페,33.3787857,126.879725,,,,
,,,,,제주신화월드 랜딩관,33.3061763,126.3144885,,,,
